Gene stable ID	Gene stable ID version	Karyotype band	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HGNC symbol	NCBI gene (formerly Entrezgene) ID
ENSG00000222489	ENSG00000222489.1	q11.2	14	20323179	20323326	SNORA79B	109616976
ENSG00000131652	ENSG00000131652.14	p13.3	16	3024027	3027755	THOC6	79228
ENSG00000224932	ENSG00000224932.2	q26	4	117314597	117360655	LINC02262	105377389
ENSG00000291388	ENSG00000291388.1		HG1343_HG173_HG459_PATCH	265213	272746	LINC01772	107984921
ENSG00000167232	ENSG00000167232.14	p12	19	23304991	23395471	ZNF91	7644
ENSG00000291402	ENSG00000291402.1		HG1343_HG173_HG459_PATCH	278663	295576	CROCCP3	114819
ENSG00000155111	ENSG00000155111.15	q21	6	110609978	110815958	CDK19	23097
ENSG00000291389	ENSG00000291389.1		HG1343_HG173_HG459_PATCH	318424	318587	RNU1-1	124905809
ENSG00000291389	ENSG00000291389.1		HG1343_HG173_HG459_PATCH	318424	318587	RNU1-1	124905573
ENSG00000291389	ENSG00000291389.1		HG1343_HG173_HG459_PATCH	318424	318587	RNU1-1	124905321
ENSG00000291389	ENSG00000291389.1		HG1343_HG173_HG459_PATCH	318424	318587	RNU1-1	124904613
ENSG00000291389	ENSG00000291389.1		HG1343_HG173_HG459_PATCH	318424	318587	RNU1-1	26871
ENSG00000182645	ENSG00000182645.6	q25.3	10	116324448	116380029	CCDC172	374355
ENSG00000180828	ENSG00000180828.3	q12.3	8	64580365	64583627	BHLHE22	27319
ENSG00000291392	ENSG00000291392.1		HG1343_HG173_HG459_PATCH	338197	339960	LINC01783	100132147
ENSG00000291385	ENSG00000291385.1		HG1343_HG173_HG459_PATCH	492015	492178	RNU1-2	124905809
ENSG00000291385	ENSG00000291385.1		HG1343_HG173_HG459_PATCH	492015	492178	RNU1-2	124905574
ENSG00000291385	ENSG00000291385.1		HG1343_HG173_HG459_PATCH	492015	492178	RNU1-2	124905573
ENSG00000291385	ENSG00000291385.1		HG1343_HG173_HG459_PATCH	492015	492178	RNU1-2	124905321
ENSG00000291385	ENSG00000291385.1		HG1343_HG173_HG459_PATCH	492015	492178	RNU1-2	124904613
ENSG00000291385	ENSG00000291385.1		HG1343_HG173_HG459_PATCH	492015	492178	RNU1-2	26870
ENSG00000291408	ENSG00000291408.1		HG1343_HG173_HG459_PATCH	498429	500577		105376805
ENSG00000129566	ENSG00000129566.13	q11.2	14	20365667	20413501	TEP1	7011
ENSG00000147676	ENSG00000147676.14	q24.12	8	119165034	119245673	MAL2	114569
ENSG00000261083	ENSG00000261083.3	q28.1	4	124499940	124558445	LINC02516	101927087
ENSG00000291400	ENSG00000291400.1		HG1343_HG173_HG459_PATCH	504496	517221		112267871
ENSG00000291396	ENSG00000291396.1		HG1343_HG173_HG459_PATCH	869713	869876	RNU1-3	124905809
ENSG00000291396	ENSG00000291396.1		HG1343_HG173_HG459_PATCH	869713	869876	RNU1-3	124905573
ENSG00000291396	ENSG00000291396.1		HG1343_HG173_HG459_PATCH	869713	869876	RNU1-3	124905321
ENSG00000291396	ENSG00000291396.1		HG1343_HG173_HG459_PATCH	869713	869876	RNU1-3	124904613
ENSG00000291396	ENSG00000291396.1		HG1343_HG173_HG459_PATCH	869713	869876	RNU1-3	26869
ENSG00000291399	ENSG00000291399.1		HG1343_HG173_HG459_PATCH	957786	957949	RNU1-4	124905809
ENSG00000291399	ENSG00000291399.1		HG1343_HG173_HG459_PATCH	957786	957949	RNU1-4	124905573
ENSG00000291399	ENSG00000291399.1		HG1343_HG173_HG459_PATCH	957786	957949	RNU1-4	124905321
ENSG00000291399	ENSG00000291399.1		HG1343_HG173_HG459_PATCH	957786	957949	RNU1-4	124904613
ENSG00000291399	ENSG00000291399.1		HG1343_HG173_HG459_PATCH	957786	957949	RNU1-4	26863
ENSG00000291399	ENSG00000291399.1		HG1343_HG173_HG459_PATCH	957786	957949	RNU1-4	6060
ENSG00000291387	ENSG00000291387.1		HG1343_HG173_HG459_PATCH	1481961	1534651	PADI2	11240
ENSG00000250392	ENSG00000250392.2	q27	4	119939540	119964293	LINC02502	100996694
ENSG00000148908	ENSG00000148908.15	q26.11	10	119499817	119542719	RGS10	6001
ENSG00000109270	ENSG00000109270.13	q23	4	99878336	99894428	LAMTOR3	8649
ENSG00000239440	ENSG00000239440.6	p12.2	3	81986138	82463675	LINC02008	105377180
ENSG00000281093	ENSG00000281093.1		HSCHR22_1_CTG5	68159	94392	NCF4-AS1	107985578
ENSG00000182674	ENSG00000182674.6	q21.11	8	72537225	72938349	KCNB2	9312
ENSG00000275990	ENSG00000275990.3		HSCHR22_1_CTG5	81782	101331	NCF4	4689
ENSG00000292238	ENSG00000292238.1		HG1343_HG173_HG459_PATCH	679318	683976		124905559
ENSG00000248464	ENSG00000248464.1	p12	5	44388732	44413989	FGF10-AS1	101927075
ENSG00000186529	ENSG00000186529.16	p13.12	19	15640897	15662825	CYP4F3	4051
ENSG00000176853	ENSG00000176853.16	q24.13	8	123768439	123815452	FAM91A1	157769
ENSG00000274437	ENSG00000274437.4		HSCHR22_1_CTG7	70865	75490	DERL3	91319
ENSG00000274665	ENSG00000274665.3		HSCHR22_1_CTG5	21471	40266	PVALB	5816
ENSG00000180879	ENSG00000180879.14	q28	X	153793516	153798499	SSR4	6748
ENSG00000292241	ENSG00000292241.1		HG1343_HG173_HG459_PATCH	974464	979128		124900583
ENSG00000234474	ENSG00000234474.3	q25.3	10	117144564	117169108	MIR3663HG	101927704
ENSG00000121440	ENSG00000121440.15	p13	3	73382431	73624941	PDZRN3	23024
ENSG00000189337	ENSG00000189337.17	p36.21	1	13892792	15118043	KAZN	23254
ENSG00000275744	ENSG00000275744.4		HSCHR22_1_CTG7	93065	122671	SLC2A11	66035
ENSG00000292225	ENSG00000292225.2		HG1343_HG173_HG459_PATCH	1198562	1260797	NBPF1	55672
ENSG00000113522	ENSG00000113522.14	q31.1	5	132556019	132646349	RAD50	10111
ENSG00000185737	ENSG00000185737.13	q23.1	10	81875194	82987179	NRG3	10718
ENSG00000292226	ENSG00000292226.2		HG1343_HG173_HG459_PATCH	366657	428849		124905558
ENSG00000109158	ENSG00000109158.11	p12	4	46918900	46993581	GABRA4	2557
ENSG00000263790	ENSG00000263790.1	p21.3	9	20411148	20411238	MIR4473	100616229
ENSG00000264941	ENSG00000264941.1	p21.3	9	20502265	20502342	MIR4474	100616441
ENSG00000292227	ENSG00000292227.2		HG1343_HG173_HG459_PATCH	585030	647269		102724250
ENSG00000207609	ENSG00000207609.3	p21.3	9	20716105	20716188	MIR491	574444
ENSG00000202189	ENSG00000202189.1	p21.3	9	20786927	20787055	SNORA30B	109616992
ENSG00000187609	ENSG00000187609.16	q34.3	9	137306896	137423211	EXD3	54932
ENSG00000292228	ENSG00000292228.2		HG1343_HG173_HG459_PATCH	1011165	1078120		124905564
ENSG00000276701	ENSG00000276701.2		HSCHR22_1_CTG7	130366	131589	MIF	4282
ENSG00000281065	ENSG00000281065.1		HSCHR22_1_CTG7	176360	179160		100652871
ENSG00000171055	ENSG00000171055.15	p22.2	2	36531805	36646087	FEZ2	9637
ENSG00000278695	ENSG00000278695.1		HSCHR22_1_CTG7	193780	197568	GSTT2B	653689
ENSG00000275758	ENSG00000275758.2		HSCHR22_1_CTG7	203264	208896	DDTL	100037417
ENSG00000275003	ENSG00000275003.3		HSCHR22_1_CTG7	207729	216835	DDT	100037417
ENSG00000275003	ENSG00000275003.3		HSCHR22_1_CTG7	207729	216835	DDT	1652
ENSG00000281748	ENSG00000281748.3		HSCHR22_1_CTG7	234773	241525	GSTT4	25774
ENSG00000281670	ENSG00000281670.1		HSCHR22_1_CTG7	301817	302353	CABIN1	23523
ENSG00000273579	ENSG00000273579.3		HSCHR22_1_CTG7	449	2223	C22orf15	150248
ENSG00000273607	ENSG00000273607.3		HSCHR22_1_CTG7	2196	4805	CHCHD10	400916
ENSG00000141753	ENSG00000141753.7	q21.2	17	40443450	40457725	IGFBP4	3487
ENSG00000148704	ENSG00000148704.13	q25.3	10	117128521	117138301	VAX1	11023
ENSG00000275365	ENSG00000275365.3		HSCHR22_1_CTG7	4588	20678	MMP11	4320
ENSG00000168216	ENSG00000168216.13	q13	6	69672757	69867236	LMBRD1	55788
ENSG00000028137	ENSG00000028137.19	p36.22	1	12166991	12209228	TNFRSF1B	7133
ENSG00000275837	ENSG00000275837.3		HSCHR22_1_CTG7	23325	70878	SMARCB1	6598
ENSG00000151012	ENSG00000151012.13	q28.3	4	138164097	138242349	SLC7A11	23657
ENSG00000277897	ENSG00000277897.3		HSCHR22_1_CTG7	216424	220281	GSTT2	2953
ENSG00000139629	ENSG00000139629.16	q13.13	12	51351247	51392867	GALNT6	11226
ENSG00000277656	ENSG00000277656.3		HSCHR22_1_CTG7	270314	278855	GSTT1	2952
ENSG00000177291	ENSG00000177291.4	p11.21	10	35605341	35608935	GJD4	219770
ENSG00000182271	ENSG00000182271.13	q11.2	17	30316333	30334059	TMIGD1	388364
ENSG00000148700	ENSG00000148700.15	q25.1	10	109996368	110135565	ADD3	120
ENSG00000198910	ENSG00000198910.14	q28	X	153861514	153886173	L1CAM	3897
ENSG00000155926	ENSG00000155926.14	q24.22	8	133036728	133102912	SLA	6503
ENSG00000162069	ENSG00000162069.16	p13.3	16	3027682	3036944	BICDL2	146439
ENSG00000174485	ENSG00000174485.16	q22.31	15	65658046	65792293	DENND4A	10260
ENSG00000280986	ENSG00000280986.1		HSCHR22_1_CTG6	79522	81029	LINC01659	101929374
ENSG00000274657	ENSG00000274657.2		HSCHR22_1_CTG6	108044	132939	FAM230I	388882
ENSG00000126581	ENSG00000126581.13	q21.31	17	42810134	42833350	BECN1	8678
ENSG00000158528	ENSG00000158528.12	q21.3	7	94907202	95296415	PPP1R9A	55607
ENSG00000249242	ENSG00000249242.8	q21.22	4	82483170	82562357	TMEM150C	441027
ENSG00000080819	ENSG00000080819.9	q11.2	3	98579446	98593648	CPOX	1371
ENSG00000204464	ENSG00000204464.7	p36.21	1	15164344	15171317	TMEM51-AS2	727684
ENSG00000205890	ENSG00000205890.3	p13.3	16	3032481	3039133		100128770
ENSG00000244383	ENSG00000244383.2	p14.2	3	58607080	58644491	FAM3D-AS1	105377108
ENSG00000281449	ENSG00000281449.2		HG1362_PATCH	18842	180082	BCL2L14	79370
ENSG00000130939	ENSG00000130939.20	p36.22	1	10032832	10181239	UBE4B	10277
ENSG00000130182	ENSG00000130182.8	p13.3	16	3088890	3099295	ZSCAN10	84891
ENSG00000168309	ENSG00000168309.18	p14.2	3	58564117	58627610	FAM107A	11170
ENSG00000283344	ENSG00000283344.1		HG1362_PATCH	80950	81034	MIR1244-4	103504734
ENSG00000188833	ENSG00000188833.10	q34.3	9	137434364	137441816	ENTPD8	377841
ENSG00000281324	ENSG00000281324.3		HG1362_PATCH	85023	236042	LRP6	4040
ENSG00000166025	ENSG00000166025.18	q21	11	94706431	94876748	AMOTL1	154810
ENSG00000281818	ENSG00000281818.3		HG1362_PATCH	295054	319240	MANSC1	54682
ENSG00000134853	ENSG00000134853.12	q12	4	54229280	54298245	PDGFRA	5156
ENSG00000281234	ENSG00000281234.1		HG1362_PATCH	324404	326065	LOH12CR2	503693
ENSG00000280689	ENSG00000280689.3		HG1362_PATCH	326076	440236	BORCS5	118426
ENSG00000280962	ENSG00000280962.3		HG1362_PATCH	442285	531866	DUSP16	80824
ENSG00000141385	ENSG00000141385.12	p11.21	18	12328944	12377227	AFG3L2	10939
ENSG00000280905	ENSG00000280905.5		HSCHR22_5_CTG1	12065	16431	CYP2D6	1565
ENSG00000261615	ENSG00000261615.7	p12	19	23046958	23063705	LINC01858	101929144
ENSG00000284317	ENSG00000284317.1	q34.3	9	137450026	137450086	MIR7114	102466223
ENSG00000130653	ENSG00000130653.16	q34.3	9	137459952	137550402	PNPLA7	375775
ENSG00000203581	ENSG00000203581.7	p13.3	16	3215611	3216543	OR1F2P	26184
ENSG00000133639	ENSG00000133639.6	q21.33	12	92140278	92145846	BTG1	694
ENSG00000197372	ENSG00000197372.10	p12	19	23525631	23687220	ZNF675	171392
ENSG00000100280	ENSG00000100280.17	q12.2	22	29327680	29388583	AP1B1	162
ENSG00000140993	ENSG00000140993.11	p13.3	16	3298808	3305729	TIGD7	91151
ENSG00000214414	ENSG00000214414.9	q14.3	11	89710299	89717872	TRIM77	390231
ENSG00000166004	ENSG00000166004.15	q21	11	93661682	93730358	CEP295	85459
ENSG00000168158	ENSG00000168158.4	p13.3	16	3355889	3357306	OR2C1	4993
ENSG00000111605	ENSG00000111605.18	q15	12	69239569	69274358	CPSF6	11052
ENSG00000277365	ENSG00000277365.3		HSCHR22_3_CTG1	7870	13300	NDUFA6	4700
ENSG00000274112	ENSG00000274112.2		HSCHR22_3_CTG1	2036	6629	SMDT1	91689
ENSG00000275211	ENSG00000275211.4		HSCHR22_3_CTG1	48840	53247	CYP2D6	1565
ENSG00000138079	ENSG00000138079.14	p21	2	44275458	44321494	SLC3A1	6519
ENSG00000227124	ENSG00000227124.11	p12.3	3	75678660	75785583	ZNF717	100131827
ENSG00000213996	ENSG00000213996.13	p13.11	19	19264364	19273391	TM6SF2	53345
ENSG00000103343	ENSG00000103343.13	p13.3	16	3401215	3409364	ZNF174	7727
ENSG00000276461	ENSG00000276461.4		HSCHR22_3_CTG1	82358	137787	TCF20	6942
ENSG00000176563	ENSG00000176563.10	q21.2	17	42798800	42811587	CNTD1	124817
ENSG00000278088	ENSG00000278088.5		HSCHR22_3_CTG1	62553	66915	CYP2D7	105377203
ENSG00000238311	ENSG00000238311.1	q22.31	15	65696833	65696936	SNORD13E	109617020
ENSG00000264737	ENSG00000264737.1	q22.31	15	65719246	65719332	MIR4511	100616379
ENSG00000103769	ENSG00000103769.10	q22.31	15	65726054	65891989	RAB11A	8766
ENSG00000167981	ENSG00000167981.7	p13.3	16	3432414	3443504	ZNF597	146434
ENSG00000175147	ENSG00000175147.13	p36.21	1	15111815	15153618	TMEM51-AS1	200197
ENSG00000064607	ENSG00000064607.17	p13.11	19	18990888	19034023	SUGP2	10147
ENSG00000197566	ENSG00000197566.10	p11.2	17	16620734	16653856	ZNF624	57547
ENSG00000185608	ENSG00000185608.9	q11.21	22	19432545	19436075	MRPL40	64976
ENSG00000240476	ENSG00000240476.1	q12.1	3	98981058	98983096	LINC00973	105374003
ENSG00000182154	ENSG00000182154.8	q34.3	9	137551879	137552555	MRPL41	64975
ENSG00000122390	ENSG00000122390.19	p13.3	16	3443649	3486953	NAA60	79903
ENSG00000127472	ENSG00000127472.11	p36.13	1	20028179	20091911	PLA2G5	5322
ENSG00000291414	ENSG00000291414.1		HG1369_PATCH	55354	55416	MIR4740	100616294
ENSG00000291415	ENSG00000291415.1		HG1369_PATCH	107309	107393	MIR3186	100422944
ENSG00000241158	ENSG00000241158.7	p14.1	3	64561322	64592757	ADAMTS9-AS1	101929335
ENSG00000148399	ENSG00000148399.13	q34.3	9	137554444	137578925	DPH7	92715
ENSG00000291420	ENSG00000291420.1		HG1369_PATCH	165618	180052	ACTG1	71
ENSG00000250102	ENSG00000250102.6	q28.3	4	131379717	131591825	LINC02377	105377424
ENSG00000100033	ENSG00000100033.17	q11.21	22	18912777	18936553	PRODH	5625
ENSG00000171199	ENSG00000171199.11	q13.3	4	70397931	70410195	OPRPN	58503
ENSG00000060069	ENSG00000060069.18	q23	18	79679803	79754503	CTDP1	9150
ENSG00000283284	ENSG00000283284.4		HSCHR22_8_CTG1	4240	8606	CYP2D6	1565
ENSG00000044524	ENSG00000044524.11	p11.1	3	89107621	89482134	EPHA3	2042
ENSG00000261645	ENSG00000261645.7	q14.3	11	90251204	90915052	DISC1FP1	101929222
ENSG00000182557	ENSG00000182557.8	p13.2	17	4433940	4488208	SPNS3	201305
ENSG00000291421	ENSG00000291421.1		HG1369_PATCH	50095	122536	BAHCC1	57597
ENSG00000258292	ENSG00000258292.1	q23.1	12	95803097	95823307	LINC02410	105369920
ENSG00000060656	ENSG00000060656.20	p35.3	1	29236516	29326813	PTPRU	10076
ENSG00000206987	ENSG00000206987.1	q13.3	15	32426288	32426420		124900359
ENSG00000206987	ENSG00000206987.1	q13.3	15	32426288	32426420		124900358
ENSG00000206987	ENSG00000206987.1	q13.3	15	32426288	32426420		124900356
ENSG00000164035	ENSG00000164035.10	q24	4	100395341	100880126	EMCN	51705
ENSG00000245832	ENSG00000245832.7	q14.1	11	81821272	82718299	MIR4300HG	101928989
ENSG00000206127	ENSG00000206127.11	q13.3	15	32441914	32455634	GOLGA8O	728047
ENSG00000133640	ENSG00000133640.20	q21.31	12	85036314	85264457	LRRIQ1	84125
ENSG00000277443	ENSG00000277443.3	q21	6	113857345	113863475	MARCKS	4082
ENSG00000172594	ENSG00000172594.13	q22.31	6	122789049	122809720	SMPDL3A	10924
ENSG00000121898	ENSG00000121898.13	q26.13	10	123706207	123940267	CPXM2	119587
ENSG00000282837	ENSG00000282837.5		HSCHR22_6_CTG1	32770	42069		105377203
ENSG00000183688	ENSG00000183688.4	p13.3	17	439978	445939	RFLNB	359845
ENSG00000178301	ENSG00000178301.4	q14.1	11	77589391	77610356	AQP11	282679
ENSG00000170967	ENSG00000170967.5	q22.3	11	104036640	104039196	DDI1	414301
ENSG00000177879	ENSG00000177879.17	q22.3	5	115841592	115914081	AP3S1	1176
ENSG00000165724	ENSG00000165724.6	q34.3	9	137582081	137590512	ZMYND19	116225
ENSG00000287736	ENSG00000287736.1	q24.22	8	133054959	133057767		100302522
ENSG00000126562	ENSG00000126562.17	q21.2	17	42780610	42797066	WNK4	65266
ENSG00000046889	ENSG00000046889.19	q13.2	8	67952046	68237032	PREX2	80243
ENSG00000112406	ENSG00000112406.5	q24.1	6	139135080	139180802	HECA	51696
ENSG00000077498	ENSG00000077498.9	q14.3	11	89177875	89295759	TYR	7299
ENSG00000173626	ENSG00000173626.10	q22.1	6	116494989	116545684	TRAPPC3L	100128327
ENSG00000185271	ENSG00000185271.9	q11.2	14	20425852	20436166	KLHL33	123103
ENSG00000153233	ENSG00000153233.13	q15	12	70638073	70920738	PTPRR	5801
ENSG00000197070	ENSG00000197070.14	q34.3	9	137605685	137615360	ARRDC1	92714
ENSG00000146409	ENSG00000146409.12	q23.2	6	132769370	132813339	SLC18B1	116843
ENSG00000105852	ENSG00000105852.11	q21.3	7	95359872	95396375	PON3	5446
ENSG00000136425	ENSG00000136425.14	q25.1	15	78104606	78131535	CIB2	10518
ENSG00000261558	ENSG00000261558.2	p12	19	23015059	23031818	LINC01859	101929164
ENSG00000151025	ENSG00000151025.11	p12.1	10	25174802	25602229	GPR158	57512
ENSG00000120693	ENSG00000120693.15	q13.3	13	36844831	36920887	SMAD9	4093
ENSG00000092094	ENSG00000092094.11	q11.2	14	20446401	20455089	OSGEP	55644
ENSG00000118113	ENSG00000118113.12	q22.2	11	102711796	102727050	MMP8	4317
ENSG00000081148	ENSG00000081148.12	q12.3	3	101222546	101320575	IMPG2	50939
ENSG00000292096	ENSG00000292096.1		HSCHR2_11_CTG7_2	353066	422730	HAT1	8520
ENSG00000292097	ENSG00000292097.1		HSCHR2_11_CTG7_2	438993	521197	METAP1D	254042
ENSG00000229214	ENSG00000229214.2	q27	6	169788790	169799549	LINC00242	401288
ENSG00000146072	ENSG00000146072.6	p12.3	6	47231532	47309905	TNFRSF21	27242
ENSG00000292098	ENSG00000292098.1		HSCHR2_11_CTG7_2	523507	528444	DLX1	1745
ENSG00000213999	ENSG00000213999.17	p13.11	19	19145567	19192131	MEF2B	100271849
ENSG00000213999	ENSG00000213999.17	p13.11	19	19145567	19192131	MEF2B	4207
ENSG00000152217	ENSG00000152217.20	q12.3	18	44680173	45068510	SETBP1	26040
ENSG00000292099	ENSG00000292099.1		HSCHR2_11_CTG7_2	213578	438909	SLC25A12	8604
ENSG00000292102	ENSG00000292102.1		HSCHR2_11_CTG7_2	117582	180331	DYNC1I2	1781
ENSG00000229637	ENSG00000229637.4	q21.32	17	48723185	48724758	PRAC2	360205
ENSG00000155229	ENSG00000155229.21	q24.1	10	97458324	97498794	MMS19	64210
ENSG00000113369	ENSG00000113369.9	q14.3	5	91368631	91383317	ARRDC3	57561
ENSG00000250033	ENSG00000250033.5	q28.3	4	138057464	138178177	SLC7A11-AS1	641364
ENSG00000153487	ENSG00000153487.13	q34	13	110712736	110723339	ING1	3621
ENSG00000118514	ENSG00000118514.14	q23.3	6	134917393	134950115	ALDH8A1	64577
ENSG00000259831	ENSG00000259831.1	q34	13	110809676	110813084	LINC00567	283486
ENSG00000255874	ENSG00000255874.4	q34	13	110863987	110870330	PRECSIT	283487
ENSG00000292076	ENSG00000292076.1		HSCHR2_10_CTG7_2	239071	246848	TRIM43	653192
ENSG00000292076	ENSG00000292076.1		HSCHR2_10_CTG7_2	239071	246848	TRIM43	129868
ENSG00000139618	ENSG00000139618.18	q13.1	13	32315086	32400268	BRCA2	675
ENSG00000163285	ENSG00000163285.8	p12	4	46035769	46124054	GABRG1	2565
ENSG00000251239	ENSG00000251239.1	q21.33	17	50627032	50631940		101927253
ENSG00000292084	ENSG00000292084.1		HSCHR2_10_CTG7_2	36553	53412	PROM2	150696
ENSG00000223979	ENSG00000223979.2	p11.2	17	17674026	17677688	SMCR2	105371564
ENSG00000108848	ENSG00000108848.16	q21.33	17	50719565	50756219	LUC7L3	51747
ENSG00000077616	ENSG00000077616.11	q14.3	11	90131515	90192894	NAALAD2	10003
ENSG00000106366	ENSG00000106366.9	q22.1	7	101127104	101139247	SERPINE1	5054
ENSG00000254535	ENSG00000254535.4	q28.3	4	134196333	134201789	PABPC4L	132430
ENSG00000205549	ENSG00000205549.10	p22.3	9	16203935	16410990	LINC03041	100129385
ENSG00000292086	ENSG00000292086.1		HSCHR2_10_CTG7_2	164815	178725	FAHD2A	51011
ENSG00000241328	ENSG00000241328.1	p12.1	3	86481943	86496996	LINC02070	101927494
ENSG00000145283	ENSG00000145283.8	q21.3	4	86823468	86849384	SLC10A6	345274
ENSG00000234779	ENSG00000234779.1	p22.2	9	16726814	16727524	BNC2-AS1	111216284
ENSG00000292094	ENSG00000292094.1		HSCHR2_10_CTG7_2	312228	314109		127138865
ENSG00000049759	ENSG00000049759.20	q21.31	18	58044226	58401540	NEDD4L	23327
ENSG00000036054	ENSG00000036054.13	q12.1	3	100260992	100325251	TBC1D23	55773
ENSG00000232164	ENSG00000232164.1	p14	2	66383306	66392450	LINC01873	729348
ENSG00000164209	ENSG00000164209.17	q22.1	5	110738136	110765161	SLC25A46	91137
ENSG00000224223	ENSG00000224223.1	p11.2	7	54556970	54571726	VSTM2A-OT1	285878
ENSG00000166411	ENSG00000166411.14	q25.1	15	78131498	78171945	IDH3A	3419
ENSG00000277872	ENSG00000277872.1	q11.23	22	25455646	25455711	MIR6817	102466198
ENSG00000227646	ENSG00000227646.7	q21.13	7	89882353	90211635	STEAP2-AS1	100874100
ENSG00000243811	ENSG00000243811.12	q13.1	22	39021113	39033277	APOBEC3D	140564
ENSG00000005421	ENSG00000005421.9	q21.3	7	95297676	95324532	PON1	5444
ENSG00000196975	ENSG00000196975.16	p13.3	2	69644425	69827112	ANXA4	307
ENSG00000164066	ENSG00000164066.13	q28.1	4	127623271	127726737	INTU	27152
ENSG00000137090	ENSG00000137090.12	p24.3	9	841690	969090	DMRT1	1761
ENSG00000283199	ENSG00000283199.3	q34	13	113953705	113974076	C13orf46	100507747
ENSG00000100823	ENSG00000100823.12	q11.2	14	20455191	20457772	APEX1	328
ENSG00000111880	ENSG00000111880.16	q15	6	88609897	88963618	RNGTT	8732
ENSG00000185989	ENSG00000185989.11	q34	13	113977783	114132623	RASA3	22821
ENSG00000184374	ENSG00000184374.3	q24.12	8	118995452	119108455	COLEC10	10584
ENSG00000101276	ENSG00000101276.18	p13	20	760080	776015	SLC52A3	113278
ENSG00000273769	ENSG00000273769.5	q28	X	153880672	153888990	L1CAM-AS1	100996465
ENSG00000215193	ENSG00000215193.14	q11.21	22	18077923	18105396	PEX26	55670
ENSG00000102032	ENSG00000102032.13	q28	X	153935269	153944687	RENBP	5973
ENSG00000196705	ENSG00000196705.8	p12	19	21142024	21196053	ZNF431	170959
ENSG00000288512	ENSG00000288512.1		HG1398_PATCH	8669	20226	C1R	715
ENSG00000064218	ENSG00000064218.5	p24.3	9	976655	991732	DMRT3	58524
ENSG00000156787	ENSG00000156787.17	q24.13	8	123041968	123152153	TBC1D31	93594
ENSG00000124198	ENSG00000124198.10	q13.13	20	48921711	49036693	ARFGEF2	10564
ENSG00000288124	ENSG00000288124.1		HG1398_PATCH	17273	36924	C1RL	51279
ENSG00000277354	ENSG00000277354.1		HSCHR2_1_CTG5	6693	7390	CRIM1	51232
ENSG00000188938	ENSG00000188938.17	q22.31	9	93431441	93453581	FAM120AOS	158293
ENSG00000288352	ENSG00000288352.1		HG1398_PATCH	35738	50187	C1RL-AS1	283314
ENSG00000019991	ENSG00000019991.18	q21.11	7	81699010	81770438	HGF	3082
ENSG00000288369	ENSG00000288369.1		HG1398_PATCH	43422	56575	RBP5	83758
ENSG00000288427	ENSG00000288427.1		HG1398_PATCH	57384	86631	CLSTN3	9746
ENSG00000118922	ENSG00000118922.19	q22.1	13	73686089	74134404	KLF12	11278
ENSG00000288217	ENSG00000288217.3		HG1398_PATCH	116371	146260	PEX5	5830
ENSG00000133101	ENSG00000133101.10	q13.3	13	36431520	36442870	CCNA1	8900
ENSG00000280830	ENSG00000280830.1		HSCHR2_1_CTG1	106831	110463	ADI1	55256
ENSG00000274891	ENSG00000274891.3		HSCHR2_1_CTG1	9880	94564	TRAPPC12	51112
ENSG00000251072	ENSG00000251072.2	q23.2	5	126751963	126776486	LMNB1-DT	102723557
ENSG00000099937	ENSG00000099937.11	q11.21	22	20774113	20787720	SERPIND1	3053
ENSG00000250075	ENSG00000250075.7	q13.2	4	67417305	67468251		101927237
ENSG00000269364	ENSG00000269364.1	p12	19	22532626	22533494	LINC01233	100128139
ENSG00000283146	ENSG00000283146.1	q22.31	9	93594841	93594894	MIR548AU	100847045
ENSG00000056558	ENSG00000056558.11	q33.2	9	120902393	120929173	TRAF1	7185
ENSG00000113368	ENSG00000113368.12	q23.2	5	126776623	126837020	LMNB1	4001
ENSG00000197360	ENSG00000197360.9	p12	19	22391019	22532485	ZNF98	148198
ENSG00000172534	ENSG00000172534.14	q28	X	153947557	153971818	HCFC1	3054
ENSG00000251398	ENSG00000251398.2	q28.3	4	132591064	132678503	LINC01256	104355285
ENSG00000099940	ENSG00000099940.12	q11.21	22	20859007	20891214	SNAP29	9342
ENSG00000182141	ENSG00000182141.10	p12	19	21291160	21329425	ZNF708	7562
ENSG00000226733	ENSG00000226733.4	p12.3	6	50093389	50181007		100505985
ENSG00000151470	ENSG00000151470.13	q28.2	4	129093317	129116640	C4orf33	132321
ENSG00000273776	ENSG00000273776.1	p13.3	16	3485381	3485469	MIR6126	102465134
ENSG00000215131	ENSG00000215131.11	p13.3	16	3493484	3495489	C16orf90	646174
ENSG00000198033	ENSG00000198033.13	q12.11	13	19173772	19181824	TUBA3C	7278
ENSG00000235865	ENSG00000235865.2	q33.2	9	121280768	121285530	GSN-AS1	57000
ENSG00000099942	ENSG00000099942.13	q11.21	22	20917407	20953747	CRKL	1399
ENSG00000136897	ENSG00000136897.8	q31.1	9	101387633	101398618	MRPL50	54534
ENSG00000124596	ENSG00000124596.17	p21.1	6	41033627	41097787	OARD1	221443
ENSG00000103351	ENSG00000103351.13	p13.3	16	3500976	3539048	CLUAP1	23059
ENSG00000137675	ENSG00000137675.5	q22.2	11	102691487	102705769	MMP27	64066
ENSG00000283403	ENSG00000283403.1	q12	19	28435388	28727680		100420587
ENSG00000276582	ENSG00000276582.1		HSCHR2_1_CTG7_2	109565	123060	ABCB11	8647
